Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"H Islam","Two Essays on the Effects of CEO Social Activism",2022,"","search.proquest.com","https://search.proquest.com/openview/3f3377a76cc9e6686d7e2b9aeea88eb8/1?pq-origsite=gscholar&cbl=18750&diss=y","",91,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,3,"… a CEO’s social activism influences corporate social performance. We hypothesize that CEO social activism … Consistent with our prediction, we find that CEO social activism negatively …","https://digitalcommons.odu.edu/cgi/viewcontent.cgi?article=1143&context=businessadministration_etds","https://scholar.google.com/scholar?q=related:OjvfQlRnsAkJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"G Wernicke, A Feix","When Is CEO Activism Conducive to the Democratic Process?",2023,"","philpapers.org","https://philpapers.org/rec/WERWIC","",93,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,2,2,"… on CEO activism with an ethical investigation of the implications of CEO activism for the … that the answer to the question of whether CEO activism is conducive to the democratic process …","","https://scholar.google.com/scholar?q=related:ltUr4t0qjbIJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"J Zhao","Essays in shareholder activism",2022,"","wrap.warwick.ac.uk","https://wrap.warwick.ac.uk/175176/","",98,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,3,"… This paper provides consistent evidence that CEO gender affects shareholder activism. Female CEOs are significantly more likely to be targeted by shareholder activists than their male-…","https://wrap.warwick.ac.uk/175176/1/WRAP_THESIS_Zhao_2022.pdf","https://scholar.google.com/scholar?q=related:4OkzxKi1DP8J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"S Lausen, JS Sidhu","The Effect of CEO Gender on CEO Activism",2023,"Academy of Management Proceedings","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/AMPROC.2023.18519abstract","",100,"2025-02-06 14:45:45","","10.5465/AMPROC.2023.18519abstract","","",,,,,0,0.00,0,2,2,"… , this study examines the effect of CEO gender on their activism. Drawing on the literature on … more activist than male CEOs. We also identify theoretical reasons for why CEO celebrity …","","https://scholar.google.com/scholar?q=related:E7LKyr2jxDIJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"AB Veera, L Puckett, A Murshed","The Rise and Effect of Corporate and CEO Activism",,"static.scs.georgetown.edu","","https://static.scs.georgetown.edu/upload/kb_file/rise-effect-corporate-ceo-activism.pdf","",102,"2025-02-06 14:45:45","PDF","","","",,,,,0,0.00,0,3,,"… rise of corporate and CEO social activism within the context … , having engaged in social activism, should engage the issue … and charismatic leadership in social activism to spark a …","https://static.scs.georgetown.edu/upload/kb_file/rise-effect-corporate-ceo-activism.pdf","https://scholar.google.com/scholar?q=related:HPZyEOY8RqUJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"K Nair, M Mooijman","Liberal/Conservative Asymmetries in Stakeholder Responses to CEO Activism",2023,"Academy of Management Proceedings","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/AMPROC.2023.16051abstract","",103,"2025-02-06 14:45:45","","10.5465/AMPROC.2023.16051abstract","","",,,,,0,0.00,0,2,2,"… aligned activism, and less favorably to ideologically misaligned activism and non-activism, than … Preregistered experiments examining reactions to CEO activism among job seekers and …","","https://scholar.google.com/scholar?q=related:9Ir1lHiu_iMJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"Y Yang, EH Yoon","Shareholder Activists' Reaction to CEO Sociopolitical Activism",2023,"Academy of Management Proceedings","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/AMPROC.2023.19126abstract","",138,"2025-02-06 14:45:45","","10.5465/AMPROC.2023.19126abstract","","",,,,,0,0.00,0,2,2,"… to CEO sociopolitical activism. Drawing on expectancy violation theory, we first theorize that CEO sociopolitical activism falls … of CEO actions (ie, negative violation), prompting greater …","","https://scholar.google.com/scholar?q=related:IYEvuweAxgcJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"JW Angle","R2C's Michelle Cardinal: CEO, Philanthropist, Activist",2018,"","scholarworks.umt.edu","https://scholarworks.umt.edu/anewangle_podcasts/10/","",143,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,7,"This week we feature Michelle Cardinal, CEO and Co-founder of the R2C Group, a digital marketing firm headquartered in Portland, OR. Michelle was recently on campus as this …","","https://scholar.google.com/scholar?q=related:tsmb1YVaj0oJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"M Appels","The Choice of a Leader: CEO Sociopolitical Activism as a Signal of Authentic leadership",2021,"Academy of Management Proceedings","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/AMBPP.2021.13384abstract","",145,"2025-02-06 14:45:45","","10.5465/AMBPP.2021.13384abstract","","",,,,,0,0.00,0,1,4,"… To fill this void, this paper focuses on CEO authentic … propose CEO sociopolitical activism as an effective signal for CEO’s … to the CEO mediate the positive impact of CEOs’ activism on …","","https://scholar.google.com/scholar?q=related:ZVa4Syo-tdcJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"M Goreansky, L Olkkonen","Post-stance corporate activism: How companies follow up on their socio-political stances on social media",2022,"CSR COMMUNICATION CONFERENCE","csr-com.org","https://csr-com.org/wp-content/uploads/2023/07/csrcom-proceedings-2022.pdf#page=88","",149,"2025-02-06 14:45:45","PDF","","","",,,,,0,0.00,0,2,3,"… In recent years, companies have engaged in corporate activism by taking public stances for or against various divisive socio-ca e. Rece eaec de N e ca agh C Kae ec regarding racism …","https://csr-com.org/wp-content/uploads/2023/07/csrcom-proceedings-2022.pdf#page=88","https://scholar.google.com/scholar?q=related:7N4aNnA5pZYJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"RR Kessinger, C Shropshire…","Corporate Sociopolitical Activism: Creating a Better World?",2022,"Academy of Management …","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/AMBPP.2022.10090symposium","",154,"2025-02-06 14:45:45","","10.5465/AMBPP.2022.10090symposium","","",,,,,0,0.00,0,3,3,"… Sociopolitical activism is growing as both a corporate … of topics addressed with corporate activism, it raises the question … covering CEO-, employee-, and shareholder-activism; followed …","","https://scholar.google.com/scholar?q=related:G3wb2wSJgx8J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"G Dodini","CEO Activism e CSR nel Music Business: una ricerca empirica",2021,"","dspace.unive.it","http://dspace.unive.it/handle/10579/20467","",156,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,4,"… Partendo dall'analisi dei fenomeni della Corporate Social Responsibility e del CEO Activism, si guarderà alle dinamiche aziendali comuni anche nella figura dell’artista musicale. …","http://dspace.unive.it/bitstream/handle/10579/20467/856918-1260575.pdf?sequence=2","https://scholar.google.com/scholar?q=related:TWGA5RZaPowJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"V Mittal, J Jung","Strategic Management of Corporate Political Activism",2023,"Management and Business Review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/2694105820230303007","",161,"2025-02-06 14:45:45","","10.1177/2694105820230303007","","",,,,,0,0.00,0,2,2,"… In some cases, corporate political activism will yield neutral … The authors of the 2018 CEO Activism Survey echo this … The cost of CEO activism might be higher than many CEOs, …","https://journals.sagepub.com/doi/pdf/10.1177/2694105820230303007","https://scholar.google.com/scholar?q=related:PKd1w-oVJ88J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"Z Li","Shareholder Activism Externalities",2017,"","papers.ssrn.com","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3242382","",174,"2025-02-06 14:45:45","PDF","","","",,,,,0,0.00,0,1,8,"… A regulation mandating activists’ interventions can increase or decrease market efficiency depending on the structure of the CEO talent market; an activist splitting her ownership stakes …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3242382","https://scholar.google.com/scholar?q=related:hRAXKJgjnhoJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"J Yu","Gender diversity, shareholder activism and corporate environmental performance",2023,"","centaur.reading.ac.uk","https://centaur.reading.ac.uk/id/eprint/113034","",183,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,2,"… and environmental shareholder activism at different stages. … likely to target firms with women CEO-Chairs at the shareholder … and finds that both CEOs and CEO-Chairs show a strong …","","https://scholar.google.com/scholar?q=related:E-d9_l06Q0QJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"J Sánchez Herrera, T Pintado Blanco, C López Aza","Companies taking a stand: the effect of corporate activism on Wall Street",2022,"","docta.ucm.es","https://docta.ucm.es/entities/publication/b3ac2d6a-1229-455d-a29b-183a63a4a87c","",186,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,3,3,"… 1, we have considered corporate activism as the core of the current activist phenomenon; … activism focuses on the specific activism of a brand, while CEO activism implies an activist way …","https://docta.ucm.es/bitstreams/2ebb76ee-7a6b-447f-b153-d4b42aeaa7dc/download","https://scholar.google.com/scholar?q=related:AQCJbr1wAAAJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"J Kasabe, D Penkar","EXPERIENCING EMPLOYEE ACTIVISM IN WORKPLACES AMONGST PEOPLE IN GENERAL",,"","","","",188,"2025-02-06 14:45:45","CITATION","","","",,,,,0,0.00,0,2,,"","https://www.researchgate.net/profile/Jeevan_Kasabe/publication/383869540_EXPERIENCING_EMPLOYEE_ACTIVISM_IN_WORKPLACES_AMONGST_PEOPLE_IN_GENERAL/links/66dea377f84dd1716cde0632/EXPERIENCING-EMPLOYEE-ACTIVISM-IN-WORKPLACES-AMONGST-PEOPLE-IN-GENERAL.pdf","https://scholar.google.com/scholar?q=related:l137GPIjqT8J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"C Li","Be open or overwhelmed? How CEOs' exposure to multiple institutional logics shapes strategic responses to shareholder activism",2023,"","theses.lib.polyu.edu.hk","https://theses.lib.polyu.edu.hk/handle/200/12587","",191,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,2,"… Shareholder activist demands are thus closely associated with CEO career outcomes. For … affected by a nuanced CEO cognition change due to different activist demands in the near past…","https://theses.lib.polyu.edu.hk/bitstream/200/12587/3/7035.pdf","https://scholar.google.com/scholar?q=related:-S3Qxg7JK-0J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"O Burchiellaro","Coming Out for Business: Lesbian Tech CEOs and the CEO-ization of Queer Politics",2023,"… Gentrification of Queer Activism","bristoluniversitypressdigital.com","https://bristoluniversitypressdigital.com/monochap/book/9781529228588/ch002.xml","",195,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,2,"This chapter traces the emergence of a new brand of corporate diversity politics which, rather than requiring queer subjects to appear ‘virtually normal’(Drucker, 2015), actually …","","https://scholar.google.com/scholar?q=related:IiIez65E6xMJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"JR Rowley","The Influence of Ideology on Corporate Sociopolitical Activism: A Stakeholder Perspective",2023,"","search.proquest.com","https://search.proquest.com/openview/4ae1ae9d785b6791d080b6141fc325e4/1?pq-origsite=gscholar&cbl=18750&diss=y","",196,"2025-02-06 14:45:45","HTML","","","",,,,,0,0.00,0,1,2,"… In many cases, activism represents the personal views of the CEO and lies outside the normal market activities of the firm. These actions violate the neoclassical economics view in …","https://search.proquest.com/openview/4ae1ae9d785b6791d080b6141fc325e4/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:juca_EqeCqYJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"B Kampmark","Criminalising Activism: Woodside, Protest and Climate Change.",2023,"CounterPunch","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10862323&asa=N&AN=172830149&h=afASZEihtti32ob2VC%2FYRSw4uVU0PP9R6xsbj44DwX1hvyS38garE9Nbb8HCE0sp%2B5OHPr5aJpV9oiwOSOHncA%3D%3D&crl=c","",199,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,2,"… one of Australia's most ruthless fossil fuel companies, took to the Perth home of its CEO, Meg O'Neill. The CEO of Woodside was not impressed. In fact, she seemed rather distressed. ""It …","","https://scholar.google.com/scholar?q=related:s7YuCniZZPYJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"A Adi","Corporate activism: the trend and its implications",,"Corporate Activism","cdn.quadriga-hochschule.com","https://cdn.quadriga-hochschule.com/app/uploads/2021/03/QHS_Quadriga-Reader_Corporate-Activism_Adi.pdf#page=4","",202,"2025-02-06 14:45:45","PDF","","","",,,,,0,0.00,0,1,,"… ’s research into employee and CEO activism covered by Stephen … activism by western corporations. They all provide rich insight into perceptions and expectations of corporate activism …","https://cdn.quadriga-hochschule.com/app/uploads/2021/03/QHS_Quadriga-Reader_Corporate-Activism_Adi.pdf#page=4","https://scholar.google.com/scholar?q=related:DAXaGzejb6kJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"N Nousiainen","Strategic Corporate Activism in a Nordic Setting: Link Between Corporate Values and Activism",2023,"","jyx.jyu.fi","https://jyx.jyu.fi/handle/123456789/92386","",214,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,2,"… activism conducted by the company itself, as in CEO activism the stances are personified to the certain CEO, … It could be argued that in CEO activism, the company has a “way out” if the …","https://jyx.jyu.fi/bitstream/handle/123456789/92386/URN:NBN:fi:jyu-202312188381.pdf?sequence=1","https://scholar.google.com/scholar?q=related:TF_KZw-YzEcJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"J O'Sullivan","Corporate activism among impact startups is in good health",2023,"","jyx.jyu.fi","https://jyx.jyu.fi/handle/123456789/88027","",219,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,2,"… An additional term of note in this space is CEO activism, which sees leading business figures speaking out about often partisan issues related to society and the environment that are not …","https://jyx.jyu.fi/bitstream/handle/123456789/88027/URN%3ANBN%3Afi%3Ajyu-202306224082.pdf?sequence=1","https://scholar.google.com/scholar?q=related:SSEk7sTf83sJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"DH Drake, D Scott","ACTIVIST CONTRIBUTION",,"european-group.org","","https://www.european-group.org/wp-content/uploads/2024/06/Drake-Scott.pdf","",220,"2025-02-06 14:45:45","PDF","","","",,,,,0,0.00,0,2,,"… In this article we explain why ‘shareholder activism’is an important means of ‘speaking truth to power’and how members of the Reclaim Justice Network have attempted to turn the AGM …","https://www.european-group.org/wp-content/uploads/2024/06/Drake-Scott.pdf","https://scholar.google.com/scholar?q=related:YvAtfOTGDa8J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"SPS SHIN, S SRINIVASAN","Consequences to directors of shareholder activism",2016,"","ink.library.smu.edu.sg","https://ink.library.smu.edu.sg/soa_research/1590/","",226,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,2,9,"… To account for this possibility, we include a CEO turnover indicator as control in all our … In Table 5, we also interact CEO turnover with activism indicators. 11 If activism is having an …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=2617&context=soa_research","https://scholar.google.com/scholar?q=related:SWmBZ8AUCfcJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"A Kautto","Strategic brilliance or playing with fire?: Corporate activism from MNE perspective",2019,"","lutpub.lut.fi","https://lutpub.lut.fi/bitstream/handle/10024/159679/progradu_kautto_atte.pdf?sequence=1","",227,"2025-02-06 14:45:45","PDF","","","",,,,,0,0.00,0,1,6,"… However, among corporate activism and especially CEO activism this is not necessarily the … on corporate activism. Even though corporate activism and CEO activism are derived from …","https://lutpub.lut.fi/bitstream/handle/10024/159679/progradu_kautto_atte.pdf?sequence=1","https://scholar.google.com/scholar?q=related:q42jfp2S-3oJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"JD Schloetzer, R Lee","The Activism of Carl Icahn and Bill Ackman",2014,"The Conference Board Director Notes, DN …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2442317","",230,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,2,11,"… Aside from equity performance, other investigations reveal that activist interventions by … corporate governance, lower CEO compensation, higher sensitivity of CEO turnover to company …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2442317","https://scholar.google.com/scholar?q=related:ms65TDxHZtQJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"신윤재","The Effect of Hedge Fund Activism on Workplace Diversity",2023,"","s-space.snu.ac.kr","https://s-space.snu.ac.kr/handle/10371/196234","",235,"2025-02-06 14:45:45","","","","",,,,,0,0.00,0,1,2,"… As described earlier, hedge fund activism increases the likelihood of CEO turnover or changes in the board of directors and management when performance is not fully recovered. In …","https://s-space.snu.ac.kr/bitstream/10371/196234/1/000000177226.pdf","https://scholar.google.com/scholar?q=related:DPMB3MvfKvAJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
0,"M Bock","Shareholder Activism: The 21st Century Poison Pill Replacement",2016,"Denver Law Review Forum","digitalcommons.du.edu","https://digitalcommons.du.edu/cgi/viewcontent.cgi?article=1111&context=dlrforum","",236,"2025-02-06 14:45:45","PDF","","","",,,,,0,0.00,0,1,9,"… Target firms experience increases in payout, operating performance, and higher CEO turnover after activism” through a study of data collected from 11,602 Schedule 13D filings from …","https://digitalcommons.du.edu/cgi/viewcontent.cgi?article=1111&context=dlrforum","https://scholar.google.com/scholar?q=related:652g2H6SrXgJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
