Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,DC Youvan,WEF Is Not Accountable to the ICC or ICJ,2024,,researchgate.net,https://www.researchgate.net/profile/Douglas-Youvan/publication/384905839_WEF_Is_Not_Accountable_to_the_ICC_or_ICJ/links/670dc10377bab74415a1802c/WEF-Is-Not-Accountable-to-the-ICC-or-ICJ.pdf,,218,12/12/24 10:04,PDF,,,,,,,,0,0,0,1,1,"… This high-profile event gathers political leaders, CEOs of multinational corporations, economists, and activists to engage in discussions on global issues such as climate change, …",https://www.researchgate.net/profile/Douglas-Youvan/publication/384905839_WEF_Is_Not_Accountable_to_the_ICC_or_ICJ/links/670dc10377bab74415a1802c/WEF-Is-Not-Accountable-to-the-ICC-or-ICJ.pdf,https://scholar.google.com/scholar?q=related:yKbkH3GfTOQJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,ER Bider,"Imagining Tree Futures of Ottawa: Climate Change, Activism and Politics in the Urban Forest",2024,,repository.library.carleton.ca,https://repository.library.carleton.ca/concern/etds/p8418p53b,,219,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… ways trees, activists and … activist imaginaries of a more treed future and become climate change mitigating infrastructure in municipal urban forest management regimes. I follow activists …",https://repository.library.carleton.ca/downloads/hm50ts98j,https://scholar.google.com/scholar?q=related:gIYBvcQ85foJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"D Merskin, C Freeman",Animal activism formula for success,2024,Animal Activism On and Off Screen,books.google.com,https://books.google.com/books?hl=en&lr=&id=vNIOEQAAQBAJ&oi=fnd&pg=RA1-PT31&dq=ceo+activist+or+ceo+activism&ots=IwIlqKAMls&sig=z-UnJdqsIobbz0ch2bKk5A_gEFg,,221,12/12/24 10:04,,,,,,,,,0,0,0,2,1,"… to decades of animal rights activism (including other cetacean … with recommendations for animal activists and filmmakers in … Department investigation of the former CEO, Jim Atchison, …",,https://scholar.google.com/scholar?q=related:sgiis4eL9dcJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
4,"Y Chu, B Huang, C Zhang",The color of hedge fund activism,2024,Management Science,pubsonline.informs.org,https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2022.03452,https://scholar.google.com/scholar?cites=2243872631430361358&as_sdt=2005&sciodt=2007&hl=en,222,12/12/24 10:04,,10.1287/mnsc.2022.03452,,,,,,,4,4,1,3,1,… We show that the results are driven by hedge fund activists’ efforts to increase profitability and comply with the community reinvestment act. Our results suggest that hedge funds’ …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3471193,https://scholar.google.com/scholar?q=related:DrGgDUXWIx8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
4,"IH Kang, A Kirmani",Lying and Cheating the Company: The Positive and Negative Effects of Corporate Activism on Unethical Consumer Behavior,2024,Journal of Business Ethics,Springer,https://link.springer.com/article/10.1007/s10551-023-05547-1,https://scholar.google.com/scholar?cites=3455150566808236067&as_sdt=2005&sciodt=2007&hl=en,223,12/12/24 10:04,HTML,10.1007/s10551-023-05547-1,,,,,,,4,4,2,2,1,"… Companies are increasingly engaging in corporate activism, … a novel consumer response to activism, unethical consumer … that the effect of corporate activism on unethical behavior is …",https://link.springer.com/article/10.1007/s10551-023-05547-1,https://scholar.google.com/scholar?q=related:IzAYZCIp8y8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"D Pompper, T Ertem-Eray",DEI and Intersectional Social Identities at Work: A Communication Approach,2024,,books.google.com,https://books.google.com/books?hl=en&lr=&id=I7IFEQAAQBAJ&oi=fnd&pg=PT6&dq=ceo+activist+or+ceo+activism&ots=THQxWsXbSO&sig=-E1YhZmXA-6ucI5g_fmeQeL6P2I,,224,12/12/24 10:04,BOOK,,,,,,,,0,0,0,2,1,"… Through applied examples of the insider activist role that the communication function plays, … CEO activism in 2017: High noon in the C-suite. https://www.webershandwick.com/uploads/…",,https://scholar.google.com/scholar?q=related:kX77RQBcbrkJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
3,"N Abhayawickrama, E Mayes, ...",White audacity and student climate justice activism,2024,Planetary …,bristoluniversitypressdigital.com,https://bristoluniversitypressdigital.com/edcollchap-oa/book/9781529235319/ch012.xml,https://scholar.google.com/scholar?cites=13051139935804585786&as_sdt=2005&sciodt=2007&hl=en,225,12/12/24 10:04,HTML,,,,,,,,3,3,1,3,1,… Our approach is informed by feminist critical participatory activist traditions that recognize that ‘expertise is widely distributed but legitimacy is not; that those who have experienced …,https://bristoluniversitypressdigital.com/edcollchap-oa/book/9781529235319/ch012.xml,https://scholar.google.com/scholar?q=related:OveLq5_2HrUJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"A Pokorná, M Matejova",Forest Defenders: Explaining the Violent Politics of Illegal Logging in Romania,2024,Environment: Science and Policy for …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/00139157.2023.2269042,,226,12/12/24 10:04,,10.1080/00139157.2023.2269042,,,,,,,0,0,0,2,1,"… place for environmental activism. Destruction of personal property, attacks, and murders of … of violence against these activists. In 2015, the chief executive officer (CEO) of Agent Green, …",,https://scholar.google.com/scholar?q=related:aj73ofNfuHkJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
41,"C Jin, A Monfort, F Chen, N Xia, B Wu",Institutional investor ESG activism and corporate green innovation against climate change: exploring differences between digital and non-digital firms,2024,Technological Forecasting and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0040162523008144,https://scholar.google.com/scholar?cites=12444585112878176914&as_sdt=2005&sciodt=2007&hl=en,227,12/12/24 10:04,,,,,,,,,41,41,8,5,1,"… This paper proposes that institutional investor ESG activism … , we find that ESG activism by institutional investors enhances … moderates the influence of ESG activism on green innovation, …",https://www.researchgate.net/profile/Bao-Wu-3/publication/377565107_Institutional_investor_ESG_activism_and_corporate_green_innovation_against_climate_change_Exploring_differences_between_digital_and_non-digital_firms/links/65acc2c6a59bf45fc9ea2b3c/Institutional-investor-ESG-activism-and-corporate-green-innovation-against-climate-change-Exploring-differences-between-digital-and-non-digital-firms.pdf,https://scholar.google.com/scholar?q=related:kto31jkMtKwJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
43,"MA Martínez, J Gil",Grassroots struggles challenging housing financialization in Spain,2024,Housing Studies,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/02673037.2022.2036328,https://scholar.google.com/scholar?cites=17726911842803373194&as_sdt=2005&sciodt=2007&hl=en,229,12/12/24 10:04,,10.1080/02673037.2022.2036328,,,,,,,43,43,22,2,1,"… We also participated as activists in some of the protests, but … , one of Blackstone’s CEOs in Spain. It consisted of dozens of … Thirdly, we aimed to show how housing activism changes …",https://www.tandfonline.com/doi/pdf/10.1080/02673037.2022.2036328,https://scholar.google.com/scholar?q=related:itT1WmakAvYJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"M Ma, W Zhao",Dual-Class Structure and Shareholder Voice,2024,Available at SSRN 4689164,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4689164,,230,12/12/24 10:04,,,,,,,,,0,0,0,2,1,"… This means that shareholder activists have to resort to other high-cost and more aggressive activism, such as proxy contests, … From BoardEx, we obtain data on CEO duality and gender. …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4689164,https://scholar.google.com/scholar?q=related:n2RCRWhdu9UJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,RD Maiorescu,An Analysis of Online Perceptions in Response to Microsoft's and Google's Sexual Harassment Scandals,2024,Business and Professional Communication …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/23294906241229178,,231,12/12/24 10:04,,10.1177/23294906241229178,,,,,,,0,0,0,1,1,"… Similarly, the CEO’s positive reputation is evident in the company’s internal activism that users … These findings reveal that online activist communication is likely to lead to demands for …",,https://scholar.google.com/scholar?q=related:LmWIwbIvB1gJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,EK Carian,"Good Guys, Bad Guys: The Perils of Men's Gender Activism",2024,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Px37EAAAQBAJ&oi=fnd&pg=PA1&dq=ceo+activist+or+ceo+activism&ots=2dXmcodeEI&sig=JGAuoViDNY0uvBoYvPxepBXKse4,https://scholar.google.com/scholar?cites=15852745942032906387&as_sdt=2005&sciodt=2007&hl=en,232,12/12/24 10:04,BOOK,,,,,,,,1,1,1,1,1,"… of 50 percent women or when the CEOs of companies are 50 … Brian is a men's rights activist, or a member of a staunchly … are men’s rights activists do gender activism to prove their moral …",,https://scholar.google.com/scholar?q=related:k_hiXXFEANwJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,"J Lu, Y Qiu",Does minority shareholder activism reduce stock idiosyncratic risk?,2024,Research in International Business and Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0275531923002878,https://scholar.google.com/scholar?cites=15696896061387579616&as_sdt=2005&sciodt=2007&hl=en,233,12/12/24 10:04,,,,,,,,,1,1,1,2,1,"… In short, the CSISC is a minority shareholder activist who can effectively exercise its rights … On average, in approximately 28.6% of 9247 observations, the CEO is also the chairperson of …",,https://scholar.google.com/scholar?q=related:4CA8V82T1tkJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
9,"A Joshi, S Oh, M DesJardine",A new perspective on gender bias in the upper echelons: why stakeholder variability matters,2024,Academy of Management Review,journals.aom.org,https://journals.aom.org/doi/abs/10.5465/amr.2021.0131,https://scholar.google.com/scholar?cites=17545704304791686109&as_sdt=2005&sciodt=2007&hl=en,234,12/12/24 10:04,,10.5465/amr.2021.0131,,,,,,,9,9,3,3,1,"… In our view, the divergence of CEO gender effects across these outcomes reflects an … for the sociopolitical activism the female executives or CEO have espoused. Outgoing CEOs may …",,https://scholar.google.com/scholar?q=related:3YsmpRrdfvMJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
2,X Zhang,Can retail investor activism inhibit corporate greenwashing behavior: Evidence from investor interactive platforms in China,2024,Journal of Cleaner Production,Elsevier,https://www.sciencedirect.com/science/article/pii/S0959652624020651,https://scholar.google.com/scholar?cites=4570119171018790367&as_sdt=2005&sciodt=2007&hl=en,236,12/12/24 10:04,,,,,,,,,2,2,2,1,1,"… on the impact of governance factors such as CEO, directors and institutional investors on CGB, … To gain legitimacy, activist shareholders tend to target companies with a poor track record …",,https://scholar.google.com/scholar?q=related:3xXHKSxTbD8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"DJ Cumming, MB Frye, AM Whyte",Do Foreign Directors Import Their Backgrounds into the Boardroom? Evidence from Compensation and CEO Turnover,2024,,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4772059,,237,12/12/24 10:04,,,,,,,,,0,0,0,3,1,We develop new theory and evidence linking foreign directors (FDs) to CEO and director compensation and CEO replacement decisions. We conjecture that FDs import governance …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4772059,https://scholar.google.com/scholar?q=related:6l0mOz9y3V8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,S Moarefy,The ESG Report Card and Rise of Private Markets,2024,The New Power Brokers: The Rise of Asset Manager …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-64733-8_7,,238,12/12/24 10:04,,10.1007/978-3-031-64733-8_7,,,,,,,0,0,0,1,1,"… ESG activists have made a dent as climate change activists. One study of over 900 climate … BlackRock’s ESG activism as a response to “government[] failing.” In his 2020 CEO letter, Fink …",,https://scholar.google.com/scholar?q=related:s3FDoi97FeoJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,"M Massa, L Zhang",Political Affinity and Mutual Fund Voting,2024,,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4751574,https://scholar.google.com/scholar?cites=6071853992469624014&as_sdt=2005&sciodt=2007&hl=en,239,12/12/24 10:04,,,,,,,,,1,1,1,2,1,"… managers support politically aligned CEOs in proxy voting … through proxy voting or shareholder activism is a violation of … firm has been experiencing activist events, including Schedule …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4751574,https://scholar.google.com/scholar?q=related:znQwPQmPQ1QJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,MB Chenguel,Corporate governance impact on financial performance: evidence from Asian listed companies,2024,Global Business and Economics Review,inderscienceonline.com,https://www.inderscienceonline.com/doi/pdf/10.1504/GBER.2024.138793,,240,12/12/24 10:04,,10.1504/GBER.2024.138793,,,,,,,0,0,0,1,1,… Our contribution is to test the effect of shareholder activism … Researchers found that activist shareholders put pressure on … of the functions of chief executive officer (CEO) and chairman of …,,https://scholar.google.com/scholar?q=related:T-zYtka69TIJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
10,"NT Sheehan, KA Fox, M Klassen, ...",Threshold concepts and ESG performance: Teaching accounting students reconceptualized fundamentals to drive future ESG advocacy,2024,Accounting …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/09639284.2022.2122727,https://scholar.google.com/scholar?cites=8417307857239774514&as_sdt=2005&sciodt=2007&hl=en,241,12/12/24 10:04,,10.1080/09639284.2022.2122727,,,,,,,10,10,3,4,1,"… activist investors illustrates this principle. In 2015, GM had $25 bn in cash prompting four activist … and Mary Barra, GM’s CEO, balked at the activists’ demands. They argued that the $8 …",,https://scholar.google.com/scholar?q=related:MpXhO-ZI0HQJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,"A Giernatowska, M Zaborowska",Innovating Branding: Unveiling the Impact of Corporate Brand Activism through Commodification of LGBTQ+ Movements.,2024,,lup.lub.lu.se,https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=9165305&fileOId=9165308,https://scholar.google.com/scholar?cites=1096334412196020768&as_sdt=2005&sciodt=2007&hl=en,242,12/12/24 10:04,PDF,,,,,,,,1,1,1,2,1,"… We extend our gratitude to the executives at Pandora, particularly CEO Alexander Lacik, whose generous provision of information enriched our study at the Late Lecture in April. …",https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=9165305&fileOId=9165308,https://scholar.google.com/scholar?q=related:IAL72Vb2Ng8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,E Aguirre,The Social Benefits of Control,2024,Duke Law Journal,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4722140,,243,12/12/24 10:04,,,,,,,,,0,0,0,1,1,… Another firm experienced a public activist investor campaign to oust a CEO who was seen … An activist investor’s 2017 targeting of Whole Foods led to a conflict that then-CEO John …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4722140,https://scholar.google.com/scholar?q=related:NxMj2gTzsx4J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
3,"MR Meier, SVL Berg",The Activist Potential of Networked Satire: Last Week Tonight with John Oliver and the Struggle for Net Neutrality,2024,Western Journal of Communication,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/10570314.2022.2130003,https://scholar.google.com/scholar?cites=15954035807778971546&as_sdt=2005&sciodt=2007&hl=en,244,12/12/24 10:04,,10.1080/10570314.2022.2130003,,,,,,,3,3,2,2,1,"… of activists or activism in either video, it draws attention to the existing activist networks and … In response, he rolls a clip of Comcast’s CEO delineating between their service areas and …",,https://scholar.google.com/scholar?q=related:mh-HAAofaN0J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,H DeAngelo,"ESG, corporate piracy and Coasian contracting efficiency",2024,European Financial Management,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/eufm.12522,,245,12/12/24 10:04,,10.1111/eufm.12522,,,,,,,0,0,0,1,1,"… Environmental, Social and Governance activism entails a … favoured by a subset of activist shareholders. These surreptitious … The reason almost surely is that CEOs know that a huge …",https://onlinelibrary.wiley.com/doi/pdf/10.1111/eufm.12522,https://scholar.google.com/scholar?q=related:QjDVsMJ0amUJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,AC Ochionuoha,The Impact of Beliefs on Consumer Responses to Corporate Activism Initiatives,2024,,opus.lib.uts.edu.au,https://opus.lib.uts.edu.au/handle/10453/178225,,246,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… Given that most of the recent activism campaigns were led by the companies’ CEOs, the present essay adopted the corporate viewpoint, focusing on the impact of activism initiatives on …",https://opus.lib.uts.edu.au/bitstream/10453/178225/1/thesis.pdf,https://scholar.google.com/scholar?q=related:hmuqENxiNn4J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,"H Zhang, J Wang","Managerial ability, political risk and political spending disclosure",2024,Meditari Accountancy Research,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/MEDAR-06-2023-2030/full/html,https://scholar.google.com/scholar?cites=1228206092768597062&as_sdt=2005&sciodt=2007&hl=en,248,12/12/24 10:04,,10.1108/MEDAR-06-2023-2030,,,,,,,1,1,1,2,1,"… Despite ongoing efforts by shareholder activist groups and … For CEO-level controls, we include four CEO characteristics … one if the CEO is female and zero otherwise. We control for …",,https://scholar.google.com/scholar?q=related:RlRxHu92CxEJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
31,"F Ahmad, F Guzmán, M Al-Emran",Brand activism and the consequence of woke washing,2024,Journal of Business Research,Elsevier,https://www.sciencedirect.com/science/article/pii/S014829632300721X,https://scholar.google.com/scholar?cites=10234494723326366244&as_sdt=2005&sciodt=2007&hl=en,249,12/12/24 10:04,,,,,,,,,31,31,10,3,1,"… activism messages. Its primary objective is to compare the effect of abstract vs. concrete internal vs. concrete external messages on brand authenticity, and how brand activism … activism …",,https://scholar.google.com/scholar?q=related:JFJ657k6CI4J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"MR DesJardine, W Shi, Y Cheng",Why Are Corporate Investment Horizons Shrinking? Uncovering the Spillover Effects of Shareholder Litigation,2024,Strategy Science,pubsonline.informs.org,https://pubsonline.informs.org/doi/abs/10.1287/stsc.2022.0111,,250,12/12/24 10:04,,10.1287/stsc.2022.0111,,,,,,,0,0,0,3,1,… focused CEOs will also shorten their investment horizons less in response to the threat of litigation. … opportunity structure for shareholder activism: How activist hedge funds exploit board …,,https://scholar.google.com/scholar?q=related:Iwd1kdBPbBcJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
2,"M Mansour, M Al Zobi, M Altawalbeh, S Abu Alim, ...",Female leadership and environmental innovation: do gender boards make a difference?,2024,Discover …,Springer,https://link.springer.com/article/10.1007/s43621-024-00545-3,https://scholar.google.com/scholar?cites=6339802037700665929&as_sdt=2005&sciodt=2007&hl=en,251,12/12/24 10:04,HTML,10.1007/s43621-024-00545-3,,,,,,,2,2,0,5,1,"… CEOs and board gender composition (BGC) influence environmental innovation. Using a panel dataset of 237 energy companies, the study reveals that female CEOs are … Activists and …",https://link.springer.com/article/10.1007/s43621-024-00545-3,https://scholar.google.com/scholar?q=related:SSJyE12A-1cJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,R Varma,Essays on Marketing Top Management Team Composition and Its Effect on Marketing Outcomes and Firm Performance,2024,,search.proquest.com,https://search.proquest.com/openview/0cae3b925f56d82aed50c5b4f2c45778/1?pq-origsite=gscholar&cbl=2026366&diss=y,,252,12/12/24 10:04,,,,,,,,,0,0,0,1,1,… Extant research has studied gender differences at the CEO/… the value of 1 if the CEO is female and 0 if the CEO is male. … Previous studies on CEOs find that male CEOs are more risk-…,,https://scholar.google.com/scholar?q=related:d-K9zyX7Yf8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"V Valkovičová, C Schiffi",A Safe Space Behind Revolving Doors: Opportunity Structures and the Multiple Layers of LGBTQ+ Business-Based Activism in a Hostile State,2024,Partecipazione e conflitto,siba-ese.unisalento.it,http://siba-ese.unisalento.it/index.php/paco/article/view/29065,,253,12/12/24 10:04,,,,,,,,,0,0,0,2,1,"… ) contexts, workplace activists operate under multiple layers … as the arrival of a new CEO or a change in the composition of … environment is, workplace activists will then shape their …",http://siba-ese.unisalento.it/index.php/paco/article/viewFile/29065/23819,https://scholar.google.com/scholar?q=related:va5INbkTHvAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,E Plec,The Animal People,2024,Animal Activism On and Off Screen,books.google.com,https://books.google.com/books?hl=en&lr=&id=vNIOEQAAQBAJ&oi=fnd&pg=PA1970&dq=ceo+activist+or+ceo+activism&ots=IwIlqKAMlx&sig=lzveJq-HtE0rNAmDymBhIHDn8Zc,https://scholar.google.com/scholar?cites=14619081883790895209&as_sdt=2005&sciodt=2007&hl=en,254,12/12/24 10:04,,,,,,,,,1,1,1,1,1,"… and animal rights activists enables the curtailment of democratic rights by “selfish people"", exemplified in the film by Senator James Inhofe, the FBI, and the billionaire CEOS of HLS and …",,https://scholar.google.com/scholar?q=related:aWi0oYRp4coJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"P Gottschalk, CM Gupta",Stock Manipulation and Accounting Fraud,2024,Review of Corporate Internal Fraud …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-60758-5_3,,255,12/12/24 10:04,,10.1007/978-3-031-60758-5_3,,,,,,,0,0,0,2,1,… and the methods employed by activist investor Nathan Anderson. … short selling and corporate activism in global financial markets. … management to the chief executive officer (CEO). The …,,https://scholar.google.com/scholar?q=related:wfkkKrrOin8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,C Oberst,“Shade Never Made Anybody Less Gay”: Taylor Swift's Performance of Allyship and the Neoliberalization of Activism,2024,Popular Music and Society,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/03007766.2024.2407998,,256,12/12/24 10:04,,10.1080/03007766.2024.2407998,,,,,,,0,0,0,1,1,"… of activism and the repercussions of centering celebrity allies in activist movements. … Swift’s CEO character is celebrated and excused through public tantrums, a marriage to a much-…",,https://scholar.google.com/scholar?q=related:T7rMw9KgMeUJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,C Volonté,Who is elected to the board of directors and why?,2024,Available at SSRN 4755109,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4755109,,257,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… CEO denotes directors who are actual CEOs or have been CEOs in the past. Finance … mean that a director is an actual CEO, we cannot rule out that these results are driven by the …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4755109,https://scholar.google.com/scholar?q=related:UkZZAjEFAOgJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
6,S Kolaric,The impact of climate litigation and activism on stock prices: the case of oil and gas majors,2024,Review of Managerial Science,Springer,https://link.springer.com/article/10.1007/s11846-023-00710-4,https://scholar.google.com/scholar?cites=11024881340319525457&as_sdt=2005&sciodt=2007&hl=en,258,12/12/24 10:04,HTML,10.1007/s11846-023-00710-4,,,,,,,6,6,6,1,1,"… Together, these events signify a sudden increase in climate litigation and climate activism risk … The results highlight the adverse effect of increased climate litigation and climate activism …",https://link.springer.com/article/10.1007/s11846-023-00710-4,https://scholar.google.com/scholar?q=related:UeqTrCo_AJkJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
3,"L You, X Zhao, S Xu",How political ideology affects the communication of organizational relations: A social network approach,2024,Public Relations Review,Elsevier,https://www.sciencedirect.com/science/article/pii/S0363811124000304,https://scholar.google.com/scholar?cites=15000737431785710961&as_sdt=2005&sciodt=2007&hl=en,259,12/12/24 10:04,,,,,,,,,3,3,1,3,1,… political ideology and CEO political ideology affect the … likely to respond to and concede to activists’ demands for liberal-leaning … potential partners for political activism or lobbying efforts. …,,https://scholar.google.com/scholar?q=related:cSV-hjdTLdAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,AI Plat,"THE SHORTSELLER ENRICHMENT COMMISSION? WHISTLEBLOWERS, ACTIVIST SHORT SELLERS, AND THE NEW PRIVATIZATION OF PUBLIC.",2024,Washington Law Review,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00430617&AN=181213363&h=wx6AhAoveRmqfpfBgXaaC5l%2FC4s8tVBVGjh3Hn1I8tCyaKhGRa8EZyix6h22MPxE2EpAgvF9MbdozHUagsNu7g%3D%3D&crl=c,,260,12/12/24 10:04,,,,,,,,,0,0,0,1,1,… Activist shorts conduct due diligence to identify overvalued … Activist shorts have been participating actively and effectively … The SEC may be paying activist shorts for information they …,,https://scholar.google.com/scholar?q=related:9zRFKUfqENUJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,MD Hester,DACtivism: Debate Across the Curriculum for Teaching as Activism,2024,Supporting Activist Practices in Education,igi-global.com,https://www.igi-global.com/chapter/dactivism/340479,,262,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… With 60% of its executive leadership, including its CEO and Director of Public Policy, being … explicitly connects activism learned from academic debate to activism practiced in local …",,https://scholar.google.com/scholar?q=related:Vlbm_o3Bo0YJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
8,"DD Keum, S Meier",License to layoff? Unemployment insurance and the moral cost of layoffs,2024,Organization Science,pubsonline.informs.org,https://pubsonline.informs.org/doi/abs/10.1287/orsc.2022.16734,https://scholar.google.com/scholar?cites=4620376916875062891&as_sdt=2005&sciodt=2007&hl=en,264,12/12/24 10:04,,10.1287/orsc.2022.16734,,,,,,,8,8,4,2,1,"… We examine four proxies of CEO prosocial preferences: (1) CEO political orientation as a … Conversely, when a firm is running out of cash flows to repay its debt or when activist investors …",https://dl.acm.org/doi/abs/10.1287/orsc.2022.16734,https://scholar.google.com/scholar?q=related:a67AelPgHkAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
