"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YWDF83AM","journalArticle","2023","Kapeke, Kevin; Muse, Khalid; Rowan, Jennifer; Saw, Planning; White, Thomas; Ojinnaka-Psillakis, Angelica; Peries, Tharidhu D; Miranda, Nicola P; Ali, Shireen; Dau, Anyuop; Taafua, Luisa; Nalupta, Charlize; Harvey, Maeson; Zorbas, Christina","Who holds power in decision making for young people's future?","The Medical journal of Australia","","","10.5694/mja2.52147","https://www.proquest.com/scholarly-journals/who-holds-power-decision-making-young-peoples/docview/2892010719/se-2?accountid=12006","","2023-11-20","2025-02-06 16:37:35","2025-02-06 16:37:35","","S30-S34","","","219 Suppl 10","","","","","","","","","","English","","","MEDLINE®","2892010719; 37982337","","","","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=The+Medical+journal+of+Australia&rft.atitle=Who+holds+power+in+decision+making+for+young+people%27s+future%3F&rft.au=Kapeke%2C+Kevin%3BMuse%2C+Khalid%3BRowan%2C+Jennifer%3BSaw%2C+Planning%3BWhite%2C+Thomas%3BOjinnaka-Psillakis%2C+Angelica%3BPeries%2C+Tharidhu+D%3BMiranda%2C+Nicola+P%3BAli%2C+Shireen%3BDau%2C+Anyuop%3BTaafua%2C+Luisa%3BNalupta%2C+Charlize%3BHarvey%2C+Maeson%3BZorbas%2C+Christina.&rft.aulast=Kapeke&rft.aufirst=Kevin&rft.date=2023-11-20&rft.volume=219+Suppl+10&rft.issue=&rft.spage=S30&rft.isbn=&rft.btitle=&rft.title=The+Medical+journal+of+Australia&rft.issn=1326-5377&rft_id=info:doi/10.5694%2Fmja2.52147","Adolescence; Adolescent; Decision Making; Global health; Humans; Index Medicus; Qualitative Research; Social determinants of health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J32T9H3L","journalArticle","2023","Appels Moritz","CEO Sociopolitical Activism as a Signal of Authentic Leadership to Prospective Employees","Journal of Management","","01492063","10.1177/01492063221110207","https://www.proquest.com/scholarly-journals/ceo-sociopolitical-activism-as-signal-authentic/docview/3066919082/se-2?accountid=12006","Despite evidence on the increasing centrality of moral approaches to leadership for extant employees, management research provides little guidance on whether and how prospective employees come to draw conclusions about such leadership in their employer choice. Therefore, this paper integrates authentic leadership into signaling theory to identify CEO sociopolitical activism—a public and costly expression of personal political values by a company's highest and most visible leader—as an effective signal that is interpreted by job seekers to evaluate the CEOs’ degree of authentic leadership. Three experiments, including a parallel design for causal mediation inferences, and a field survey support that authentic leadership attributions mediate the positive impact of CEOs’ activism on job seekers’ employer attractiveness evaluations and employer choice. This mediation is attenuated when the activist CEO's espoused political values are incongruent with those of the job seeker and when the CEO engages in activism due to customer pressure rather than personal convictions. These findings primarily contribute to signaling theory and the literature on authentic leadership. For practitioners, the paper identifies a unique leadership signal that can contribute to an employer brand while cautioning about the costs this signal might impose on companies’ diversity.","2023-11","2025-02-06 16:37:35","2025-02-06 21:08:22","","2727-2765","","8","49","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS)","3066919082","","","Place: Tucson Publisher: Sage Publications Ltd.","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=Journal+of+Management&rft.atitle=CEO+Sociopolitical+Activism+as+a+Signal+of+Authentic+Leadership+to+Prospective+Employees&rft.au=Appels+Moritz.&rft.aulast=Appels+Moritz&rft.aufirst=&rft.date=2023-11-01&rft.volume=49&rft.issue=8&rft.spage=2727&rft.isbn=&rft.btitle=&rft.title=Journal+of+Management&rft.issn=01492063&rft_id=info:doi/10.1177%2F01492063221110207","Activism; Attribution; authentic leadership; Authenticity; Business And Economics--Personnel Management; CEO sociopolitical activism; Chief executives; Employees; employer attractiveness; Job applicants; Job hunting; Leadership; signaling theory; Sociopolitical factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBRM6S9J","journalArticle","2023","","Chief Executive Officers With A Cause? CEO Activism And Firms’ Governance, Strategy, And Performance","Corporate Governance : An International Review","","09648410","10.1111/corg.12565","https://www.proquest.com/scholarly-journals/chief-executive-officers-with-cause-ceo-activism/docview/2891934327/se-2?accountid=12006","No abstract is available for this article.","2023-11","2025-02-06 16:37:35","2025-02-06 21:14:26","","994-1002","","6","31","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS)","2891934327","","","Place: Oxford Publisher: Blackwell Publishing Ltd.","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=Corporate+Governance+%3A+An+International+Review&rft.atitle=Chief+Executive+Officers+With+A+Cause%3F+CEO+Activism+And+Firms%26rsquo%3B+Governance%2C+Strategy%2C+And+Performance&rft.au=.&rft.aulast=&rft.aufirst=&rft.date=2023-11-01&rft.volume=31&rft.issue=6&rft.spage=994&rft.isbn=&rft.btitle=&rft.title=Corporate+Governance+%3A+An+International+Review&rft.issn=09648410&rft_id=info:doi/10.1111%2Fcorg.12565","Abstract; Activism; Article; Availability; Business And Economics; Chief executive officer; Corporate governance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DBJ4F6J","journalArticle","2023","Li, Hanchen; Tong, Xiaochuan","When does a female leadership advantage exist? Evidence from SOEs in China","Corporate Governance : An International Review","","09648410","10.1111/corg.12510","https://www.proquest.com/scholarly-journals/when-does-female-leadership-advantage-exist/docview/2891933902/se-2?accountid=12006","Research Question/IssueWe approach the ongoing debate in the literature on when and why a female leadership advantage exists in the context of China. In particular, we examine whether female CEOs outperform male CEOs in state‐owned enterprises (SOEs).Research Findings/InsightsWe show that a female leadership advantage exists in SOEs. We find that the female leadership increased performance is attributed to improved profitability, capital structure, and operating efficiency. The magnitude of this gender effect is bigger in central state‐owned enterprises (CSOEs) than that in local state‐owned enterprises (LSOEs). The results are robust to additional tests that mitigate the sample selection and other endogeneity concerns.Theoretical/Academic ImplicationsWe use the role congruity theory to motivate and develop the hypotheses drawing insights upon the literature in psychology and leadership. Female CEOs are perceived as less congruent with their leadership roles given the gender role stereotypes. Thus, they face more challenges and difficulties than male CEOs. These obstacles take at least two forms which are significant in SOEs: shareholder activism and sex discrimination. Female CEOs have to outperform their male counterparts to alleviate the pressure from shareholder activism and showcase their managerial skills and abilities.Practitioner/Policy ImplicationsFor the state shareholders, the extra scrutiny in selecting female CEOs should be lifted given this outperformance. The evidence is also relevant for CEOs to choose their career paths among different types of firms, for boards of directors on their strategic decisions on CEO hiring, and for policy makers to promote the female leadership advantage.","2023-11","2025-02-06 16:37:35","2025-02-06 21:08:37","","945-970","","6","31","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS)","2891933902","","","Place: Oxford Publisher: Blackwell Publishing Ltd.","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=Corporate+Governance+%3A+An+International+Review&rft.atitle=When+does+a+female+leadership+advantage+exist%3F+Evidence+from+SOEs+in+China&rft.au=Li%2C+Hanchen%3BTong%2C+Xiaochuan.&rft.aulast=Li&rft.aufirst=Hanchen&rft.date=2023-11-01&rft.volume=31&rft.issue=6&rft.spage=945&rft.isbn=&rft.btitle=&rft.title=Corporate+Governance+%3A+An+International+Review&rft.issn=09648410&rft_id=info:doi/10.1111%2Fcorg.12510","Activism; Advantages; Business And Economics; Capital structure; Career development; Chief executive officers; Chief executives; China; corporate governance; female leadership advantage; Females; firm performance; Gender; Gender roles; government ownership; Hiring; Leadership; Males; Policy making; Profitability; Psychology; Role congruity theory; Scrutiny; Sex discrimination; Shareholder activism; State-owned enterprise; Stereotypes; Stockholders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APW5KGS9","journalArticle","2023","Edmonds, Shaun; Malcom, Nancy L; Gipson, Christina M; Bennett, Hannah","“They Do Not Represent Our Gym”: How CrossFit Affiliates Define Community as They Respond to Racial Controversy","Sociology of Sport Journal","","07411235","10.1123/ssj.2022-0074","https://www.proquest.com/scholarly-journals/they-do-not-represent-our-gym-how-crossfit/docview/3163626702/se-2?accountid=12006","Following the racist comments of the then CEO and CrossFit co-founder Greg Glassman concerning the murder of George Floyd, CrossFit affiliates took to social media to repudiate his statements. Throughout their social media posts, these affiliates struggled with their relationship to the CrossFit brand, the imagined CrossFit community, and the community formed in their local box. Using qualitative thematic analysis of CrossFit affiliates’ Facebook and Instagram posts made during June 2020, we find that the affiliates had a range of responses that included silence, reconsideration of their affiliate status, and social activism. Furthermore, we find that the affiliates’ focus on (re)defining community served to deflect from deeper discussions of systemic racism within CrossFit and the CrossFit community.","2023-09","2025-02-06 16:37:35","2025-02-06 21:08:36","","312-320","","3","40","","","","","","","","","","English","","","Sociological Abstracts","3163626702","","","Place: Champaign Publisher: Human Kinetics Publishers, Inc.","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=Sociology+of+Sport+Journal&rft.atitle=%26ldquo%3BThey+Do+Not+Represent+Our+Gym%26rdquo%3B%3A+How+CrossFit+Affiliates+Define+Community+as+They+Respond+to+Racial+Controversy&rft.au=Edmonds%2C+Shaun%3BMalcom%2C+Nancy+L%3BGipson%2C+Christina+M%3BBennett%2C+Hannah.&rft.aulast=Edmonds&rft.aufirst=Shaun&rft.date=2023-09-01&rft.volume=40&rft.issue=3&rft.spage=312&rft.isbn=&rft.btitle=&rft.title=Sociology+of+Sport+Journal&rft.issn=07411235&rft_id=info:doi/10.1123%2Fssj.2022-0074","activism; Activism; article; Community; human; human experiment; social media; Social media; Sociology; structural racism; Systemic racism; thematic analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUK6HUV5","journalArticle","2023","Keusch, Thomas","Shareholder Activists and Frictions in the CEO Labor Market","The Accounting Review","","00014826","10.2308/TAR-2020-0485","https://www.proquest.com/scholarly-journals/shareholder-activists-frictions-ceo-labor-market/docview/2867358850/se-2?accountid=12006","Using hand-collected data on CEO appointments during shareholder activism campaigns, this study examines the relation between activist involvement in CEO recruiting and frictions in CEO hiring decisions. The results indicate that appointments of CEOs who are recruited with shareholder activist influence are associated with more favorable stock market reactions and stronger profitability improvements than appointments without activist involvement. In contrast, I find little evidence that shareholder influence is followed by the recruitment of CEOs who implement myopic corporate policies. Additional analyses reveal positive associations between activist involvement and (1) the amount of resources being dedicated to the CEO search process and (2) the propensity to recruit CEOs from outside the firm. These findings extend the CEO labor market literature, which so far focuses mainly on the decision to remove incumbent CEOs and provides limited insights into CEO recruiting.","2023-09","2025-02-06 16:37:35","2025-02-06 21:08:32","","353","","5","98","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS)","2867358850","","","Place: Sarasota Publisher: American Accounting Association","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=The+Accounting+Review&rft.atitle=Shareholder+Activists+and+Frictions+in+the+CEO+Labor+Market&rft.au=Keusch%2C+Thomas.&rft.aulast=Keusch&rft.aufirst=Thomas&rft.date=2023-09-01&rft.volume=98&rft.issue=5&rft.spage=353&rft.isbn=&rft.btitle=&rft.title=The+Accounting+Review&rft.issn=00014826&rft_id=info:doi/10.2308%2FTAR-2020-0485","Activists; Appointments & personnel changes; Chief executive officer; Chief executive officers; Chief executives; Education; Hiring; Labor market; Profitability; Recruitment; Securities markets; Shareholder; Shareholder activism; Stockholders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYK8ZG3W","journalArticle","2023","Blonski, Matthias; von Lilienfeld-Toal, Ulf","Moral hazard with excess returns","Mathematics and Financial Economics","","18629679","10.1007/s11579-023-00344-w","https://www.proquest.com/scholarly-journals/moral-hazard-with-excess-returns/docview/2857706803/se-2?accountid=12006","We consider a public firm characterized by a moral hazard problem. A distinguished player is a CEO or activist shareholder who (i) is unrestricted to trade shares and (ii) has discretion to increase the value of this firm by exerting costly effort. von Lilienfeld-Toal and Rünzi (J Finance 69(3):1013–1050, 2014) investigate and confirm the empirical relevance of both these properties. This article shows that a distinguished player cannot be “priced in” correctly. In particular, such a firm is traded at a discount below its equilibrium value in a market equilibrium. Buyers can systematically earn excess returns on their investment. This prediction is indeed consistent with substantial positive abnormal returns for distinguished player firms within the S &P500 and S &P1500 sample reported in von Lilienfeld-Toal and Rünzi (J Finance 69(3):1013–1050, 2014).","2023-09","2025-02-06 16:37:35","2025-02-06 21:08:30","","537-572","","3","17","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS)","2857706803","","","Place: Heidelberg Publisher: Springer Nature B.V.","","; ","https://media.proquest.com/media/hms/PFT/1/bsCbU?_a=ChgyMDI1MDIwNjE2MTUwMDU2NTo5NDExNTcSBjEwMjEyNhoKT05FX1NFQVJDSCIPMTI4LjE3OS4xNTQuMjQzKgYzMjYyODAyCjI4NTc3MDY4MDM6DURvY3VtZW50SW1hZ2VCATBSBk9ubGluZVoCRlRiA1BGVGoKMjAyMy8wOS8wMXIKMjAyMy8wOS8zMHoAggEpUC0xMDAwMDAxLTEyMDA2LUNVU1RPTUVSLTEwMDAwMDA4LTE4MDY5NjiSAQZPbmxpbmXKAXVNb3ppbGxhLzUuMCAoTWFjaW50b3NoOyBJbnRlbCBNYWMgT1MgWCAxMF8xNV83KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTMxLjAuMC4wIFNhZmFyaS81MzcuMzbSARJTY2hvbGFybHkgSm91cm5hbHOaAgdQcmVQYWlkqgIrT1M6RU1TLU1lZGlhTGlua3NTZXJ2aWNlLWdldE1lZGlhVXJsRm9ySXRlbcoCD0FydGljbGV8RmVhdHVyZdICAVnyAgD6AgFZggMDV2ViigMcQ0lEOjIwMjUwMjA2MTYwODMzMTM5OjExODUwMw%3D%3D&_s=eS%2F3OzN3IDNjk5kuILg%2FrhD4Ayw%3D; https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=Mathematics+and+Financial+Economics&rft.atitle=Moral+hazard+with+excess+returns&rft.au=Blonski%2C+Matthias%3Bvon+Lilienfeld-Toal%2C+Ulf.&rft.aulast=Blonski&rft.aufirst=Matthias&rft.date=2023-09-01&rft.volume=17&rft.issue=3&rft.spage=537&rft.isbn=&rft.btitle=&rft.title=Mathematics+and+Financial+Economics&rft.issn=18629679&rft_id=info:doi/10.1007%2Fs11579-023-00344-w","Abnormal return; Abnormal returns; Arbitrage; Asset pricing with large shareholders; Business And Economics--Banking And Finance; C72; Corporate finance; D43; D46; Discretion; Economic equilibrium; Equilibrium; Excess; Excess returns; Finance; Financing; G12; G32; Mathematics; Moral dilemmas; Moral hazard; Return; Risk factors; Securities markets; Stockholders; Value","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRR2LR4D","journalArticle","2023","Wright, Patrick M","Woke Corporations and Worldview: The Perils of CEOs Making Moral Proclamations From Shaky Moral Foundations","The Academy of Management Perspectives","","15589080","10.5465/amp.2021.0187","https://www.proquest.com/scholarly-journals/woke-corporations-worldview-perils-ceos-making/docview/2863921019/se-2?accountid=12006","CEOs are increasingly called upon to take public stands on political issues, a phenomenon dubbed ""political activism."" These stands tend to have either moral foundations or moral implications, yet it is unclear whether stakeholders truly want CEOs to make stands, and, if so, how philosophically grounded they are in their stated positions. This paper explores the philosophical worldview questions relevant to current issues facing organizations, particularly those that have been characterized as ""wokeism."" It then examines how these worldview positions translate or apply to these issues in ways that seemingly contradict CEOs' stands. Finally, it explores how the concept of the social imaginary, CEOs' political beliefs, mass media's reciprocal effects, and CEO narcissism may influence CEOs to take ""woke"" political activist positions.","2023-08","2025-02-06 16:37:35","2025-02-06 21:08:39","","1","","3","37","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS)","2863921019","","","Place: Briarcliff Manor Publisher: Academy of Management","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=The+Academy+of+Management+Perspectives&rft.atitle=Woke+Corporations+and+Worldview%3A+The+Perils+of+CEOs+Making+Moral+Proclamations+From+Shaky+Moral+Foundations&rft.au=Wright%2C+Patrick+M.&rft.aulast=Wright&rft.aufirst=Patrick&rft.date=2023-08-01&rft.volume=37&rft.issue=3&rft.spage=1&rft.isbn=&rft.btitle=&rft.title=The+Academy+of+Management+Perspectives&rft.issn=15589080&rft_id=info:doi/10.5465%2Famp.2021.0187","Activism; Activists; Business And Economics--Management; Chief executive officer; Chief executive officers; Chief executives; Conservatism; Corporate management; Mass media; Morality; Narcissism; Political attitudes; Politics; Worldview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7GIG5V2","journalArticle","2023","Kokini, Daniel","Considerations for Structuring a Board of Directors When Pre-Petition Lenders Get Equitized","American Bankruptcy Institute Journal","","19317522","","https://www.proquest.com/scholarly-journals/considerations-structuring-board-directors-when/docview/2845720703/se-2?accountid=12006","[...]lenders of all types (e.g., banks, collateralized loan obligations, private-credit funds and hedge funds) to a distressed business should be prepared to be equitized in a reorganization scenario, and to own and operate the business upon emergence. The new board of directors should be seen as an actively engaged advisory committee and an extension of the senior management team. The ""right"" number of directors is a balance of explicit cost, adequate representation of shareholder interests, and having the capacity and skill sets necessary to guide and work with the executive management team and the chief executive officer (CEO) and other board members. The board chair should also be the person focused on the timing of a liquidity event once business performance and market conditions dictate.","2023-08","2025-02-06 16:37:35","2025-02-06 16:37:35","","30-31,54","","8","42","","","","","","","","","","English","","","ABI/INFORM Collection","2845720703","","","Place: Alexandria Publisher: American Bankruptcy Institute","","; ","https://media.proquest.com/media/hms/PFT/1/qO5qT?_a=ChgyMDI1MDIwNjE2MTUwMDU2NTo5NDExNTcSBjEwMjEyNhoKT05FX1NFQVJDSCIPMTI4LjE3OS4xNTQuMjQzKgUzMzQ4NjIKMjg0NTcyMDcwMzoNRG9jdW1lbnRJbWFnZUIBMFIGT25saW5lWgJGVGIDUEZUagoyMDIzLzA4LzAxcgoyMDIzLzA4LzMxegCCASlQLTEwMDAwMDEtMTIwMDYtQ1VTVE9NRVItMTAwMDAwMDgtMTgwNjk2OJIBBk9ubGluZcoBdU1vemlsbGEvNS4wIChNYWNpbnRvc2g7IEludGVsIE1hYyBPUyBYIDEwXzE1XzcpIEFwcGxlV2ViS2l0LzUzNy4zNiAoS0hUTUwsIGxpa2UgR2Vja28pIENocm9tZS8xMzEuMC4wLjAgU2FmYXJpLzUzNy4zNtIBElNjaG9sYXJseSBKb3VybmFsc5oCB1ByZVBhaWSqAitPUzpFTVMtTWVkaWFMaW5rc1NlcnZpY2UtZ2V0TWVkaWFVcmxGb3JJdGVtygIPQXJ0aWNsZXxGZWF0dXJl0gIBWfICAPoCAU6CAwNXZWKKAxxDSUQ6MjAyNTAyMDYxNjA4MzMxMzk6MTE4NTAz&_s=gfqQowANrzO9BMxtA8DNLWoCcQU%3D; https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=American+Bankruptcy+Institute+Journal&rft.atitle=Considerations+for+Structuring+a+Board+of+Directors+When+Pre-Petition+Lenders+Get+Equitized&rft.au=Kokini%2C+Daniel.&rft.aulast=Kokini&rft.aufirst=Daniel&rft.date=2023-08-01&rft.volume=42&rft.issue=8&rft.spage=30&rft.isbn=&rft.btitle=&rft.title=American+Bankruptcy+Institute+Journal&rft.issn=19317522&rft_id=info:doi/","72251:Restaurants and Other Eating Places; Bankruptcy; Bankruptcy laws; Board of directors; Boards of directors; Business And Economics--Banking And Finance; Chief executive officers; Collateralized loan obligations; Committees; Compensation; Corporate governance; Creditor; Director; Equity; Liquidity; Payback periods; Restaurants; Shareholder activism; Skills; Stockholders; Success; Turnaround management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72CCT5B9","journalArticle","2023","DesJardine, Mark R; Shi, Wei","The Downside of Displaying Agentic Values: Evidence from Shareholder Activism","Organization Science","","10477039","10.1287/orsc.2022.1637","https://www.proquest.com/scholarly-journals/downside-displaying-agentic-values-evidence/docview/2843133759/se-2?accountid=12006","Activist shareholders face a challenging task in preemptively identifying executives who they perceive might destroy shareholder value-before harm is done. We develop a framework where activist shareholders resolve this problem by forming attributions about executives' intentions based on their displays of agentic values, which reflect independence and control. For activist shareholders, a strong display of independence can evoke concerns that an executive will act without the regulation of shareholder input, and a strong display of control can create concerns an executive will engineer governance provisions to their own benefit. As such, we hypothesize that above-average agentic value displays by CEOs increase the likelihood firms are targeted by shareholder activists. Extending our theory, we argue the positive effect that agentic value displays have on attracting shareholder activism is stronger when CEOs permit higher spending on corporate and stakeholder investment, both of which can exacerbate shareholder harm when executed poorly. We also posit that activism campaigns driven by CEOs' agentic value displays will largely come from activist shareholders seeking to exert their own control over agentic-speaking CEOs. Using data on shareholder activism campaigns at US-based companies from 2003–2018, we find support for our hypotheses. We discuss multiple theoretical implications for research on corporate governance, stakeholder management, and investor relations.","2023-08","2025-02-06 16:37:35","2025-02-06 16:37:35","","1577","","4","34","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS); ProQuest One Psychology","2843133759","","","Place: Linthicum Publisher: Institute for Operations Research and the Management Sciences","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=Organization+Science&rft.atitle=The+Downside+of+Displaying+Agentic+Values%3A+Evidence+from+Shareholder+Activism&rft.au=DesJardine%2C+Mark+R%3BShi%2C+Wei.&rft.aulast=DesJardine&rft.aufirst=Mark&rft.date=2023-07-01&rft.volume=34&rft.issue=4&rft.spage=1577&rft.isbn=&rft.btitle=&rft.title=Organization+Science&rft.issn=10477039&rft_id=info:doi/10.1287%2Forsc.2022.1637","Activism; Activists; Attribution; Business And Economics--Management; Campaigns; Chief executive officers; Chief executives; Corporate governance; Executives; Investor relations; Shareholder; Shareholder activism; Shareholder voting; Stakeholder management; Stakeholders; Stockholders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLLAAPV6","journalArticle","2023","Brauer, Matthias; Wiersema, Margarethe; Binder, Philipp","""Dear CEO and Board"": How Activist Investors' Confidence in Tone Influences Campaign Success","Organization Science","","10477039","10.1287/orsc.2022.1625","https://www.proquest.com/scholarly-journals/dear-ceo-board-how-activist-investors-confidence/docview/2843131640/se-2?accountid=12006","Activist hedge funds represent the most potent form of financial activism. Yet we do not fully understand how these activist investors, despite holding only a small stake in target firms, are able to influence management and the board to acquiesce to their demands, especially given the large uncertainty that their demands will improve shareholder value. Building on impression management (IM) theory, we propose that activist investors who express their concerns and demands with high confidence in their letters to target firms are likely to be perceived as knowledgeable and competent by the firm's other shareholders, thus influencing the response of the firm's management and board. In support of this theoretical proposition, results of our empirical analysis of 475 U.S. activist campaigns against U.S. companies between 2007 and 2019 suggest that confidence in tone in an activist's letter, as a form of self-promotion, is positively associated with campaign success. We also observe that the positive association between confidence in tone in activist letters and campaign success is less for activists with greater success in prior campaigns and in campaigns with multiple activists. Our paper contributes to financial activism research by showing that activists' verbal impression management can serve as an effective influence tactic in their campaigns. Our study also contributes to the emerging research stream on verbal IM by introducing a language attribute, confidence in tone, that has not been studied in management research and is distinct from past constructs examined in verbal IM research.","2023-08","2025-02-06 16:37:35","2025-02-06 21:08:24","","1487","","4","34","","","","","","","","","","English","","","ABI/INFORM Collection; International Bibliography of the Social Sciences (IBSS); ProQuest One Psychology","2843131640","","","Place: Linthicum Publisher: Institute for Operations Research and the Management Sciences","","","https://libkey.io/libraries/3027/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQuest&rft_val_fmt=journal&rft.genre=article&rft.jtitle=Organization+Science&rft.atitle=%26quot%3BDear+CEO+and+Board%26quot%3B%3A+How+Activist+Investors%27+Confidence+in+Tone+Influences+Campaign+Success&rft.au=Brauer%2C+Matthias%3BWiersema%2C+Margarethe%3BBinder%2C+Philipp.&rft.aulast=Brauer&rft.aufirst=Matthias&rft.date=2023-07-01&rft.volume=34&rft.issue=4&rft.spage=1487&rft.isbn=&rft.btitle=&rft.title=Organization+Science&rft.issn=10477039&rft_id=info:doi/10.1287%2Forsc.2022.1625","52394:Portfolio Management and Investment Advice; Activism; Activists; Business And Economics--Management; Campaigns; Confidence; Hedge funds; Impression management; Investors; Selfpromotion; Shareholder activism; Shareholder value; Stockholders; Strategic communication; Success; Uncertainty; United States--US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
